2024-11-29 09:36:34,895 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-11-29 09:36:34,954 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-11-29 09:36:34,956 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-11-29 09:36:34,957 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-11-29 09:36:34,978 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-11-29 09:36:34,981 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-11-29 09:36:34,984 INFO  SwAddin.cs: 201 - Setting up command manager
2024-11-29 09:36:34,984 INFO  SwAddin.cs: 204 - Adding command manager
2024-11-29 09:36:34,990 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-11-29 09:36:34,991 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-11-29 09:36:34,992 INFO  SwAddin.cs: 210 - Adding event handlers
2024-11-29 09:36:35,314 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-11-29 11:35:53,917 INFO  SwAddin.cs: 294 - Assembly export called for file Dummy_URDF.SLDASM
2024-11-29 11:35:58,240 INFO  SwAddin.cs: 313 - Saving assembly
2024-11-29 11:36:00,350 INFO  SwAddin.cs: 316 - Opening property manager
2024-11-29 11:36:00,375 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Dummy_URDF.SLDASM
2024-11-29 11:36:00,415 INFO  ExportHelperExtension.cs: 1136 - Found 50 in Dummy_URDF.SLDASM
2024-11-29 11:36:00,417 INFO  ExportHelperExtension.cs: 1145 - Found 7 features of type [CoordSys] in Dummy_URDF.SLDASM
2024-11-29 11:36:00,418 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-29 11:36:00,419 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2024-11-29 11:36:00,425 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J6-1
2024-11-29 11:36:00,426 INFO  ExportHelperExtension.cs: 1136 - Found 33 in J6-1
2024-11-29 11:36:00,427 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J6-1
2024-11-29 11:36:00,427 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J1-1
2024-11-29 11:36:00,428 INFO  ExportHelperExtension.cs: 1136 - Found 35 in J1-1
2024-11-29 11:36:00,429 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J1-1
